"longitude","latitude","id","Color.majority","Color.plurality","Color.all","Pattern.majority","Pattern.plurality","Pattern.all","time.n","time.mean","time.min","time.max","time.all","scientific_name","place_guess","common_name","species_guess","iconic_taxon_name","taxon_id","num_identification_agreements","num_identification_disagreements","observed_on_string","observed_on","s.color","date","year","month","day","elevation","temp","precip"
-97.71083833,30.69347,6175484,4,4,"""4""(2)","1","1","""1""(2)",2,1.295609732,1.164204222,1.427015242,"1.1642042220000803,1.4270152420067461","Pantherophis_obsoletus","125 Fairfield Ct, Georgetown, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Wed May 10 2017 16:59:54 GMT-0500 (CDT)","5/10/17","brown","2017-05-10",2017,5,10,262,18.9875011444092,844
-97.723175,30.16555283,6175521,3,3,"""2""(1),""3""(2)","1","1","""1""(3)",3,3.40744915,1.686343032,5.37307728,"3.1629271370002243,1.6863430320081534,5.373077279999961","Pantherophis_obsoletus","7001 McKinney Falls Pkwy, Austin, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Thu May 11 2017 10:22:42 GMT-0500 (CDT)","5/11/17","light_gray","2017-05-11",2017,5,11,178,19.783332824707,846
-97.59179667,30.50890833,6177255,5,5,"""5""(2)","1","1","""1""(2)",2,1.918702378,1.608493383,2.228911373,"1.608493382999768,2.228911372993025","Pantherophis_obsoletus","3800 Poppy Hills Cv, Round Rock, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Thu May 11 2017 18:40:14 GMT-0500 (CDT)","5/11/17","yellow","2017-05-11",2017,5,11,221,19.4750003814697,849
-97.88684167,30.01596667,6188153,3,3,"""3""(2)","1","1","""1""(2)",2,1.354993585,1.345188475,1.364798695,"1.3647986949999904,1.3451884749956662","Pantherophis_obsoletus","5835 Fergus, Kyle, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Fri May 12 2017 15:06:28 GMT-0500 (CDT)","5/12/17","light_gray","2017-05-12",2017,5,12,245,19.5249996185303,875
-97.80364942,30.37983899,6195482,3,3,"""3""(2),""4""(1)","1","1","""1""(3)",3,2.480139337,1.37906756,4.322904901,"1.7384455509991312,1.3790675600030227,4.322904901000584","Pantherophis_obsoletus","7800 Ranch Road 2222, Austin, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Sat May 13 2017 13:37:47 GMT-0500 (CDT)","5/13/17","light_gray","2017-05-13",2017,5,13,228,19.2458324432373,826
-97.88480333,30.35825333,620647,3,3,"""3""(2)","1","1","""1""(2)",2,4.115541951,3.737784557,4.493299345,"4.493299345000196,3.7377845570008503","Pantherophis_obsoletus","11420 Woodland Hills Trl, Austin, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Sat Apr 12 2014 13:54:24 GMT-0500 (CDT)","4/12/14","light_gray","2014-04-12",2014,4,12,226,19.3166675567627,824
-97.46953667,32.67806667,6206966,3,3,"""3""(2)","1","1","""1""(2)",2,9.246446544,6.847664002,11.64522908,"11.6452290849993,6.847664002008969","Pantherophis_obsoletus","Vista Way, Benbrook, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Sun May 14 2017 09:57:35 GMT-0500 (CDT)","5/14/17","light_gray","2017-05-14",2017,5,14,221,18.5375003814697,825
-97.29725305,33.18734747,6210210,4,4,"""3""(1),""4""(2)","1","1","""1""(3)",3,3.077856131,2.600275751,3.518154347,"3.1151382940006442,2.6002757509995718,3.518154346999836","Pantherophis_obsoletus","Ponder, TX","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2017-05-14 3:41:58 PM CDT","5/14/17","brown","2017-05-14",2017,5,14,232,17.9166660308838,922
-96.92738179,31.84885478,6223186,3,3,"""3""(2)","1","1","""1""(2)",2,2.975353773,2.266628292,3.684079255,"3.6840792550001424,2.2666282919963123","Pantherophis_obsoletus","76676, Penelope, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,5,2,"Sun May 14 2017 18:47:49 GMT-0500 (CDT)","5/14/17","light_gray","2017-05-14",2017,5,14,179,18.845832824707,899
-93.16839427,35.25393811,6224033,3,3,"""3""(2)","1","1","""1""(2)",2,1.353747665,1.220737717,1.486757612,"1.2207377169997926,1.4867576120013837","Pantherophis_obsoletus","Dardanelle Lock and Dm, Russellville, AR, US","Western Ratsnake","Western Ratsnake","Reptilia",73888,2,0,"Mon May 15 2017 14:16:16 GMT-0500 (CDT)","5/15/17","light_gray","2017-05-15",2017,5,15,127,15.8625001907349,1205
-93.915685,32.838053,622661,1,1,"""1""(2),""2""(1)","4","4","""1""(1),""4""(2)",3,3.261544165,2.75698641,4.231364485,"2.756986410000536,4.2313644850073615,2.7962815999999293","Pantherophis_obsoletus","Royal Hills farm, Vivian, LA","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"4/13/14 17:03","4/13/14","black","2014-04-13",2014,4,13,70,17.533332824707,1247
-97.27588557,32.86779595,6227047,3,3,"""3""(2)","N/A","N/A","""2""(1),""3""(1)",2,7.476968925,5.411755865,9.542181986,"9.542181986000287,5.411755864988663","Pantherophis_obsoletus","5101 Deer Ridge Court Fort Worth, TX 76137","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"2017-05-15 5:21:51 PM CDT","5/15/17","light_gray","2017-05-15",2017,5,15,193,18.7124996185303,869
-96.572845,32.93322833,6228507,3,3,"""3""(2),""4""(1)","1","1","""1""(3)",3,1.955263309,1.678972012,2.164008524,"1.6789720120004858,2.164008523992379,2.0228093919995445","Pantherophis_obsoletus","7606 Glenside Dr, Rowlett, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Mon May 15 2017 19:09:12 GMT-0500 (CDT)","5/15/17","light_gray","2017-05-15",2017,5,15,160,18.3916664123535,981
-97.04253137,28.07364997,6229275,3,3,"""3""(2),""U""(1)","1","1","""1""(2),""U""(1)",3,2.433695225,1.483041385,3.570655679,"1.4830413850004334,2.247388610994676,3.570655679000083","Pantherophis_obsoletus","Fulton, TX, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,4,0,"2017/05/15 12:22 PM CDT","5/15/17","light_gray","2017-05-15",2017,5,15,11,21.904167175293,899
-98.53652045,32.88847644,6242444,2,2,"""2""(2),""3""(1)","1","1","""1""(3)",3,2.725890343,1.765374203,4.379252295,"2.033044531000087,4.379252295009792,1.7653742029997375","Pantherophis_obsoletus","Hawk Road Graham, TX 76450","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"2017-05-16 2:12:37 PM CDT","5/16/17","dark_gray","2017-05-16",2017,5,16,316,17.7083339691162,759
-96.21541503,30.56845976,6249556,4,4,"""3""(1),""4""(2)","1","1","""1""(3)",3,6.22579124,2.831289918,9.428072194,"6.418011609000132,2.8312899180018576,9.42807219399947","Pantherophis_obsoletus","14802 Rock Prairie Rd, College Station, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Mon May 15 2017 20:02:08 GMT-0500 (CDT)","5/15/17","brown","2017-05-15",2017,5,15,73,19.6833343505859,1033
-97.28353,30.40952,625164,3,3,"""2""(1),""3""(2)","1","1","""1""(3)",3,4.497749727,1.814374325,9.499281946,"2.1795929090003483,1.8143743250111584,9.499281945999428","Pantherophis_obsoletus",NA,"Western Ratsnake","Pantherophis obsoletus","Reptilia",73888,2,0,"3/27/14 15:58","3/27/14","light_gray","2014-03-27",2014,3,27,169,19.6875,875
-95.60624156,30.69715892,6253659,4,4,"""4""(2)","1","1","""1""(2)",2,4.128422104,3.066499166,5.190345041,"5.1903450410000005,3.0664991660014493","Pantherophis_obsoletus","Walker County, TX, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"2017/05/10 4:12 PM CDT","5/10/17","brown","2017-05-10",2017,5,10,122,19.408332824707,1132
-97.139554,32.866737,6254990,4,4,"""4""(2)","1","1","""1""(2)",2,1.49974731,1.35900958,1.640485039,"1.35900958000002,1.6404850390099455","Pantherophis_obsoletus","Cheeksbarger Rd, Euless, TX","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"5/11/17","5/11/17","brown","2017-05-11",2017,5,11,185,18.779167175293,868
-97.65657833,30.286105,6262259,2,2,"""2""(2),""3""(1)","1","1","""1""(3)",3,29.63102273,1.747273956,85.04969844,"2.096095802000491,1.7472739560034825,85.04969844300012","Pantherophis_obsoletus","78724, Austin, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Thu May 18 2017 12:19:30 GMT-0500 (CDT)","5/18/17","dark_gray","2017-05-18",2017,5,18,145,20.1458339691162,831
-97.28316389,32.88666667,6265505,2,2,"""2""(2),""3""(1)","1","1","""1""(2),""3""(1)",3,2.491101583,1.315564976,4.262243734,"1.3155649760001324,1.89549603901105,4.2622437339996395","Pantherophis_obsoletus","Park Glen, Fort Worth, TX, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2017/05/18 12:24 PM CDT","5/18/17","dark_gray","2017-05-18",2017,5,18,198,18.654167175293,872
-94.707235,31.331512,6274946,3,3,"""3""(2),""4""(1)","1","1","""1""(3)",3,2.952343447,1.836984648,4.438091445,"4.438091445000282,2.5819542480021482,1.8369846479999978","Pantherophis_obsoletus","704 Cunningham Drive, Lufkin TX","Western Ratsnake","Western Rat Snake","Reptilia",73888,3,0,"5/19/17","5/19/17","light_gray","2017-05-19",2017,5,19,104,19.0249996185303,1140
-95.24564454,30.04518882,6277757,3,3,"""3""(2)","1","1","""1""(2)",2,1.878894289,1.237699214,2.520089363,"2.5200893629998973,1.2376992140052607","Pantherophis_obsoletus","2023 Players Path, Houston, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Fri May 19 2017 17:29:45 GMT-0500 (CDT)","5/19/17","light_gray","2017-05-19",2017,5,19,33,20.2124996185303,1224
-93.34097427,30.84803657,6278074,2,2,"""2""(2),""3""(1)","1","1","""1""(3)",3,3.605133071,1.213189215,7.272007232,"2.3302027669997187,1.2131892150064232,7.272007231998941","Pantherophis_obsoletus","2615 Stillwood Rd, Deridder, LA, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,3,0,"Fri May 19 2017 18:21:28 GMT-0500 (CDT)","5/19/17","dark_gray","2017-05-19",2017,5,19,69,19.0666675567627,1444
-96.198005,30.49596667,6280984,3,3,"""3""(2)","1","1","""1""(2)",2,1.877946051,1.568517213,2.187374889,"1.5685172129997227,2.1873748890066054","Pantherophis_obsoletus","21041 FM 159 Rd, Navasota, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Fri May 19 2017 21:22:51 GMT-0500 (CDT)","5/19/17","light_gray","2017-05-19",2017,5,19,87,19.6208324432373,1040
-97.45686024,30.14265925,6283469,3,3,"""3""(2),""4""(1)","1","1","""1""(3)",3,5.938184766,1.833467809,13.1322532,"2.8488332850001825,1.8334678090031957,13.132253202998982","Pantherophis_obsoletus","Bastrop County, TX, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"2017/04/28 8:48 AM CDT","4/28/17","light_gray","2017-04-28",2017,4,28,145,19.625,882
-97.645466,30.684866,6284030,3,3,"""3""(2)","N/A","N/A","""1""(1),""3""(1)",2,1.466639688,1.327179254,1.606100123,"1.3271792539999296,1.6061001229973044","Pantherophis_obsoletus","Berry Springs Park and Preserve","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"5/19/17","5/19/17","light_gray","2017-05-19",2017,5,19,208,19.2999992370605,846
-95.0883555,29.91621167,6285298,3,3,"""3""(2)","1","1","""1""(2)",2,1.120753281,1.046225621,1.195280941,"1.1952809409995098,1.0462256210012129","Pantherophis_obsoletus","1223 Breech Dr, Crosby, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Sat May 20 2017 10:00:10 GMT-0500 (CDT)","5/20/17","light_gray","2017-05-20",2017,5,20,20,20.0708332061768,1291
-96.74246751,33.24249962,6285484,4,4,"""4""(2)","1","1","""1""(2)",2,1.560680616,1.218679287,1.902681945,"1.218679286999759,1.9026819449936738","Pantherophis_obsoletus","3801–3959 Glacier Point Ct, Prosper, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Thu May 18 2017 10:24:41 GMT-0500 (CDT)","5/18/17","brown","2017-05-18",2017,5,18,208,17.8875007629395,992
-92.23282702,38.58933885,6295228,1,1,"""1""(2)","4","4","""4""(2)",2,1.295181864,1.275358748,1.31500498,"1.2753587480001443,1.3150049800024135","Pantherophis_obsoletus","Jefferson City, MO, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,3,0,"2017/05/20 10:38 AM CDT","5/20/17","black","2017-05-20",2017,5,20,222,12.8166666030884,1014
-94.70434953,29.96709858,6295583,3,3,"""3""(2)","1","1","""1""(2)",2,1.872790971,1.601430222,2.14415172,"2.144151719999172,1.6014302219991805","Pantherophis_obsoletus","Texas, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Sat May 20 2017 20:29:26 GMT-0500 (CDT)","5/20/17","light_gray","2017-05-20",2017,5,20,16,20.154167175293,1404
-97.45905161,30.13977373,6300658,3,3,"""3""(2),""5""(1)","1","1","""1""(3)",3,4.797901574,1.620016406,10.79915942,"1.9745288969998,1.6200164059991948,10.799159420000251","Pantherophis_obsoletus","Bastrop County, TX, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2017/05/10 5:03 PM CDT","5/10/17","light_gray","2017-05-10",2017,5,10,169,19.5666675567627,881
-95.82696414,30.17589286,6309246,3,3,"""2""(1),""3""(2)","1","1","""1""(3)",3,2.933880173,1.679824383,3.648608559,"1.6798243829998682,3.4732075780048035,3.6486085589995128","Pantherophis_obsoletus","249 Oak Hollow Boulevard Magnolia, TX 77355","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"2017-05-21 5:25:27 PM CDT","5/21/17","light_gray","2017-05-21",2017,5,21,92,19.4791660308838,1100
-95.30253667,30.92596667,6313663,3,3,"""3""(2)","1","1","""1""(2)",2,14.9168032,1.472725997,28.36088041,"28.360880406999968,1.4727259970095474","Pantherophis_obsoletus","75862, Trinity, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Fri May 19 2017 09:34:01 GMT-0500 (CDT)","5/19/17","light_gray","2017-05-19",2017,5,19,51,19.3708324432373,1118
-95.14581342,30.06405431,6317067,4,4,"""4""(2)","1","1","""1""(2)",2,1.20983698,1.137812592,1.281861367,"1.1378125919991362,1.2818613670096966","Pantherophis_obsoletus","77345, Houston, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Sat May 20 2017 19:29:29 GMT-0500 (CDT)","5/20/17","brown","2017-05-20",2017,5,20,21,20.1666660308838,1263
-96.8701104,32.3760681,6324482,3,3,"""3""(2)","1","1","""1""(2)",2,1.355013017,1.334579367,1.375446668,"1.334579367000515,1.3754466679965844","Pantherophis_obsoletus","Nixon Rd, Waxahachie, TX 75167, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,3,0,"2017/05/17 5:50 PM CDT","5/17/17","light_gray","2017-05-17",2017,5,17,189,18.6083335876465,921
-96.61155,32.85076833,6339462,4,4,"""4""(2)","1","1","""1""(2)",2,1.331874265,1.282425504,1.381323026,"1.2824255040004573,1.3813230259984266","Pantherophis_obsoletus","Garland, TX, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2017/05/17 11:13 AM CDT","5/17/17","brown","2017-05-17",2017,5,17,153,18.6916675567627,973
-92.43144,38.92226,634064,1,1,"""1""(2)","4","4","""4""(2)",2,2.538517323,1.842097547,3.234937099,"1.8420975469998666,3.2349370990123134","Pantherophis_obsoletus","Boone, Missouri, United States","Western Ratsnake","Western rat snake","Reptilia",73888,1,0,"4/20/14 7:19","4/20/14","black","2014-04-20",2014,4,20,179,12.6291666030884,1009
-97.29301604,30.07005633,6343741,4,4,"""4""(2)","1","1","""1""(2)",2,2.208621416,1.279310315,3.137932516,"3.1379325160005465,1.2793103150033858","Pantherophis_obsoletus","156 Mokuleia Cir, Bastrop, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Fri May 19 2017 09:58:13 GMT-0500 (CDT)","5/19/17","brown","2017-05-19",2017,5,19,118,19.7250003814697,914
-97.36021086,32.71970395,6349949,2,2,"""2""(2),""3""(1)","1","1","""1""(3)",3,17.10890102,1.422149112,48.35646367,"1.4221491120006249,1.5480902810086263,48.356463671999336","Pantherophis_obsoletus","2300 Winton Ter W, Fort Worth, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Wed May 24 2017 16:59:48 GMT-0500 (CDT)","5/24/17","dark_gray","2017-05-24",2017,5,24,185,18.9750003814697,836
-97.79250336,30.40527725,6354018,3,3,"""3""(2)","1","1","""1""(2)",2,1.429580901,1.285133642,1.57402816,"1.2851336419998916,1.574028159986483","Pantherophis_obsoletus","Orange Trail Austin, TX 78759","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"2017-05-24 7:06:24 PM CDT","5/24/17","light_gray","2017-05-24",2017,5,24,247,19.2916660308838,832
-97.06423715,28.55508366,6365732,4,4,"""4""(2),""5""(1)","1","1","""1""(3)",3,2.402250889,1.123106774,3.926046536,"1.1231067740000071,3.9260465359984664,2.1575993570004357","Pantherophis_obsoletus","Victoria County, TX, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,3,0,"2017/05/25 8:41 PM CDT","5/25/17","brown","2017-05-25",2017,5,25,27,21.2666664123535,964
-98.18039667,29.604375,6375523,3,3,"""3""(2)","1","1","""1""(2)",2,1.844508033,1.393954642,2.295061424,"1.3939546419996987,2.2950614239962306","Pantherophis_obsoletus","3162–3364 Weil Rd, Santa Clara, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Fri May 26 2017 21:16:26 GMT-0500 (CDT)","5/26/17","light_gray","2017-05-26",2017,5,26,234,19.9125003814697,852
-97.64799963,30.68742403,6379468,3,3,"""3""(2)","1","1","""1""(2)",2,3.274828933,1.937727864,4.611930002,"1.9377278639994984,4.611930002007284","Pantherophis_obsoletus","78626, Georgetown, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Mon May 15 2017 08:52:05 GMT-0500 (CDT)","5/15/17","light_gray","2017-05-15",2017,5,15,208,19.2999992370605,846
-97.241966,31.66447546,6380334,3,3,"""3""(2)","1","1","""1""(2)",2,1.484903038,1.351194216,1.618611861,"1.3511942160002945,1.6186118609912228","Pantherophis_obsoletus","Texas, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Fri May 26 2017 22:33:13 GMT-0500 (CDT)","5/26/17","light_gray","2017-05-26",2017,5,26,146,19.091667175293,855
-96.10305,32.45449667,6382247,3,3,"""3""(2),""4""(1)","1","1","""1""(3)",3,3.245519191,2.535255749,4.302921077,"2.89838074599993,2.5352557489968603,4.3029210770000645","Pantherophis_obsoletus","17190 County Road 4015, Mabank, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Sat May 27 2017 13:10:10 GMT-0500 (CDT)","5/27/17","light_gray","2017-05-27",2017,5,27,127,18.2374992370605,1018
-93.39276709,37.04980788,6382937,1,1,"""1""(2),""2""(1)","4","4","""1""(1),""4""(2)",3,9.351513375,1.543617482,21.15987621,"5.351046432000658,1.5436174820060842,21.159876210999755","Pantherophis_obsoletus","Delaware Access Road Nixa, MO 65714","Western Ratsnake","Western Rat Snake","Reptilia",73888,3,1,"2017-05-23 2:14:58 PM CDT","5/23/17","black","2017-05-23",2017,5,23,354,13.1791667938232,1106
-96.615741,33.158261,6385168,3,3,"""3""(2),""4""(1)","1","1","""1""(3)",3,2.461020994,1.713174823,3.52971938,"3.529719379999733,1.7131748230021913,2.140168777999861","Pantherophis_obsoletus","Heard Natural","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2017/05/27 1:18 PM CDT","5/27/17","light_gray","2017-05-27",2017,5,27,187,18.0208339691162,1008
-97.78114267,31.16164706,6386250,3,3,"""3""(2),""4""(1)","1","1","""1""(3)",3,11.07225073,2.021890934,21.85994273,"9.334918542000196,2.02189093400375,21.85994272500011","Pantherophis_obsoletus","South Range Road Fort Hood, TX 76544","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"2017-05-27 5:38:04 PM CDT","5/27/17","light_gray","2017-05-27",2017,5,27,299,18.8916664123535,757
-94.191795,36.10389717,6386292,1,1,"""1""(2)","4","4","""4""(2)",2,1.012526799,0.954578118,1.070475479,"0.9545781179995174,1.070475479005836","Pantherophis_obsoletus","2835 N Floral Ct, Fayetteville, AR, US","Western Ratsnake","Western Ratsnake","Reptilia",73888,2,0,"Sat May 27 2017 16:19:16 GMT-0500 (CDT)","5/27/17","black","2017-05-27",2017,5,27,368,14.4291667938232,1177
-98.54964663,30.00861531,6387249,4,4,"""4""(2),""U""(1)","1","1","""1""(2),""U""(1)",3,3.753951559,2.714446997,4.935758935,"3.6116487440003766,2.7144469969935017,4.9357589350001945","Pantherophis_obsoletus","Texas, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2017-05-27 4:57:44 PM CDT","5/27/17","brown","2017-05-27",2017,5,27,560,18.3875007629395,883
-93.89507711,37.39135116,6387711,1,1,"""1""(2),""U""(1)","4","4","""4""(2),""U""(1)",3,4.178728908,1.72203026,8.638856586,"1.7220302600007926,2.1752998779993504,8.638856585999747","Pantherophis_obsoletus","Dade County, MO, USA","Western Ratsnake","Western Ratsnake","Reptilia",73888,3,0,"2017/04/04 5:18 pm CDT","4/4/17","black","2017-04-04",2017,4,4,340,13.2375001907349,1149
-90.74466705,38.6654074,6393692,1,1,"""1""(2),""U""(1)","4","4","""4""(2),""U""(1)",3,2.415598529,1.454300137,3.967981515,"3.967981515000247,1.4543001370038837,1.824513935000141","Pantherophis_obsoletus","Defiance, MO, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2017/05/27 10:10 AM ChST","5/27/17","black","2017-05-27",2017,5,27,159,12.5583333969116,963
-98.47055,29.46479667,6406311,5,5,"""5""(2)","1","1","""1""(2)",2,1.648621079,1.512580454,1.784661703,"1.5125804540002719,1.7846617030008929","Pantherophis_obsoletus","800–848 E Hildebrand Ave, San Antonio, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Fri May 26 2017 14:31:41 GMT-0500 (CDT)","5/26/17","yellow","2017-05-26",2017,5,26,214,20.5874996185303,792
-96.38290405,30.63885307,640854,4,4,"""4""(2)","1","1","""1""(2)",2,1.412893077,1.357064362,1.468721792,"1.4687217919999966,1.3570643620041665","Pantherophis_obsoletus",NA,"Western Ratsnake","Pantherophis obsoletus","Reptilia",73888,2,0,"2014-04-24 8:20:42 AM CDT","4/24/14","brown","2014-04-24",2014,4,24,103,20.0458335876465,1013
-96.263595,30.59251333,641225,4,4,"""4""(2)","1","1","""1""(2)",2,2.072586756,1.250503723,2.894669789,"2.894669788999636,1.2505037230002927","Pantherophis_obsoletus","1726–1732 Bird Pond Rd, College Station, TX, US","Western Ratsnake","Western rat snake","Reptilia",73888,1,0,"Thu Apr 24 2014 10:24:56 GMT-0500 (CDT)","4/24/14","brown","2014-04-24",2014,4,24,83,19.8708324432373,1026
-96.213533,30.560751,641515,4,4,"""3""(1),""4""(2)","1","1","""1""(3)",3,1.879078352,1.220729591,2.971238146,"1.2207295910002358,1.4452673199994024,2.9712381459994504","Pantherophis_obsoletus","Lick Creek Park, Brazos County, US-TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"2014-04-24 11:28:07 AM MDT","4/24/14","brown","2014-04-24",2014,4,24,74,19.6791667938232,1031
-97.043685,28.056889,6415165,4,4,"""4""(2)","1","1","""1""(2)",2,3.285602979,2.41437285,4.156833107,"2.4143728499993813,4.156833107001148","Pantherophis_obsoletus","rockport texas","Western Ratsnake","Western Rat Snake","Reptilia",73888,3,0,"5/28/17","5/28/17","brown","2017-05-28",2017,5,28,10,21.908332824707,897
-92.31361315,38.60636749,6415327,1,1,"""1""(2)","4","4","""4""(2)",2,1.214058418,1.118111354,1.310005483,"1.1181113540005754,1.3100054829992587","Pantherophis_obsoletus","Cole County, MO, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"2017/05/28 2:16 PM HST","5/28/17","black","2017-05-28",2017,5,28,216,12.7416667938232,1008
-97.0064043,34.4615433,6415630,3,3,"""3""(2)","N/A","N/A","""1""(1),""3""(1)",2,2.763596957,2.563165601,2.964028313,"2.563165601000037,2.9640283129992895","Pantherophis_obsoletus","901 W 1st St, Sulphur, OK 73086, USA","Western Ratsnake","Western Rat Snake","Reptilia",73888,3,1,"2017/04/22 9:40 AM CDT","4/22/17","light_gray","2017-04-22",2017,4,22,294,16.3333339691162,974
-97.93437167,29.89629667,6418156,2,2,"""2""(2)","1","1","""1""(2)",2,5.126755207,1.359223897,8.894286517,"8.894286517000182,1.3592238970013568","Pantherophis_obsoletus","105 Laurel Rdg, San Marcos, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,2,0,"Mon May 29 2017 13:13:50 GMT-0500 (CDT)","5/29/17","dark_gray","2017-05-29",2017,5,29,219,19.8250007629395,884
-96.44406049,33.04094097,6419720,3,3,"""3""(2)","1","1","""1""(2)",2,8.134195211,5.913621198,10.35476922,"5.913621197999419,10.354769224999472","Pantherophis_obsoletus","Lavonia Park, Lavon, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Mon May 29 2017 14:27:13 GMT-0500 (CDT)","5/29/17","light_gray","2017-05-29",2017,5,29,161,17.7541675567627,1003
-97.214112,28.759383,642407,3,3,"""3""(2)","N/A","N/A","""1""(1),""3""(1)",2,5.956806,2.416819767,9.496792233,"9.496792232999724,2.416819767007837","Pantherophis_obsoletus","Coleto Creek Park and Reservoir","Western Ratsnake","Western Rat Snake","Reptilia",73888,4,0,"4/24/14","4/24/14","light_gray","2014-04-24",2014,4,24,43,21.341667175293,917
-96.52416667,30.24,643718,3,3,"""3""(2)","1","1","""1""(2)",2,2.717253444,2.427288971,3.007217918,"3.007217918000606,2.427288970997324","Pantherophis_obsoletus","4155 FM 390 Rd W, Brenham, Texas, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,4,0,"Fri Apr 25 2014 16:41:14 GMT-0500 (CDT)","4/25/14","light_gray","2014-04-25",2014,4,25,153,19.7291660308838,1043
-97.472105,32.84475833,6438972,3,3,"""3""(2)","1","1","""1""(2)",2,2.361939619,2.200837336,2.523041902,"2.5230419019999317,2.2008373360004043","Pantherophis_obsoletus","8801–9299 Shoreline Rd, Fort Worth, TX, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Tue May 30 2017 11:04:40 GMT-0500 (CDT)","5/30/17","light_gray","2017-05-30",2017,5,30,189,18.1499996185303,830
-97.91406333,30.47091333,644127,4,4,"""4""(2)","1","1","""1""(2)",2,1.599435971,1.453120674,1.745751268,"1.7457512680002765,1.453120674006641","Pantherophis_obsoletus","17220 Northlake Hills Dr, Jonestown, TX, US","Western Ratsnake","Western rat snake","Reptilia",73888,3,0,"Sat Apr 26 2014 10:43:33 GMT-0500 (CDT)","4/26/14","brown","2014-04-26",2014,4,26,212,19.220832824707,812
-95.59341683,35.27525206,6443374,4,4,"""4""(2)","1","1","""1""(2)",2,3.370558764,2.544879209,4.19623832,"4.1962383200007025,2.5448792089882772","Pantherophis_obsoletus","US-69 S, Eufaula, OK, US","Western Ratsnake","Western Rat Snake","Reptilia",73888,1,0,"Tue May 30 2017 12:18:48 GMT-0500 (CDT)","5/30/17","brown","2017-05-30",2017,5,30,208,15.8874998092651,1096
